id,customer_id,date,value
418,88,2020-12-28,278.0
419,88,2020-08-12,62.01
420,88,2020-02-16,13.27
421,88,2020-05-06,215.5
422,89,2020-06-15,3.22
423,89,2020-12-08,492.5
424,89,2020-05-27,35.49
425,89,2020-02-03,12.0
426,89,2020-10-17,21.0
427,89,2020-07-26,158.0
428,89,2020-04-09,1.67
429,90,2020-05-09,127.49
430,90,2020-03-31,165.49
431,91,2020-08-05,32.49
432,91,2020-08-27,1.0
433,91,2020-02-03,12.0
434,91,2020-12-30,10.23
435,91,2020-03-06,34.49
436,91,2020-06-28,86.5
437,91,2020-01-25,2.35
438,92,2020-03-03,1.5
439,92,2020-05-26,10.0
440,92,2020-09-19,96.5
441,92,2020-07-28,95.0
442,92,2020-02-06,52.49
443,92,2020-06-09,4.49
444,92,2020-09-13,96.49
445,93,2020-04-04,254.0
446,93,2020-12-16,45.99
447,93,2020-06-20,140.99
448,93,2020-03-11,60.49
449,93,2020-12-09,2.0
450,93,2020-10-29,36.49
451,94,2020-10-12,88.99
452,94,2020-07-26,13.49
453,94,2020-09-24,24.0
454,95,2020-05-10,9.49
455,95,2020-08-15,53.5
456,95,2020-04-11,7.99
457,95,2020-02-16,16.49
458,95,2020-08-01,39.49
459,95,2020-10-16,10.0
460,95,2020-12-15,1.07
461,95,2020-10-12,112.49
462,95,2020-10-10,6.0
463,95,2020-12-29,46.0
464,95,2020-06-14,38.5
465,95,2020-11-03,35.0
466,96,2020-08-31,58.5
467,96,2020-12-29,502.79
468,96,2020-05-02,722.99
469,97,2020-10-17,9.99
470,97,2020-03-01,67.0
471,97,2020-04-07,173.5
472,97,2020-12-02,215.99
473,97,2020-03-14,68.5
474,98,2020-08-18,97.5
475,98,2020-04-22,435.49
476,99,2020-01-17,89.0
477,99,2020-07-12,255.49
478,99,2020-12-19,196.0
479,99,2020-05-18,51.99
480,100,2020-01-08,65.0
481,100,2020-03-28,9.0
482,100,2020-07-10,164.0
483,100,2020-07-11,290.99
484,101,2020-11-26,231.49
485,101,2020-01-29,456.88
486,101,2020-10-24,217.5
487,102,2020-03-07,138.5
488,102,2020-01-05,163.0
489,102,2020-01-01,36.49
490,103,2020-05-16,194.0
491,103,2020-10-16,400.88
492,103,2020-03-28,360.49
493,103,2020-07-29,489.99
494,104,2020-10-27,71.99
495,104,2020-11-19,11.0
496,104,2020-08-15,4.49
497,104,2020-01-29,106.5
498,106,2020-06-16,59.0
499,106,2020-08-25,81.99
500,106,2020-04-19,55.0
501,106,2020-03-30,184.99
502,106,2020-07-06,122.5
503,107,2020-07-18,75.0
504,107,2020-03-24,85.5
505,107,2020-06-21,65.49
506,107,2020-06-24,29.49
507,108,2020-11-10,150.49
508,108,2020-05-10,297.0
509,108,2020-12-05,17.59
510,108,2020-04-29,108.37
511,109,2020-03-26,132.0
512,109,2020-07-11,53.99
513,110,2020-02-28,327.42
514,110,2020-08-23,402.99
515,110,2020-05-25,21.5
516,110,2020-02-01,42.5
517,110,2020-11-29,43.49
518,110,2020-08-19,91.99
519,111,2020-01-15,340.0
520,111,2020-09-29,131.49
521,111,2020-05-19,344.5
522,111,2020-10-31,71.49
523,112,2020-01-09,2.5
524,112,2020-05-09,746.49
525,112,2020-10-15,73.0
526,112,2020-10-25,112.49
527,112,2020-07-27,119.0
528,112,2020-10-06,71.0
529,112,2020-04-28,83.0
530,113,2020-04-11,29.5
531,113,2020-05-03,33.99
532,113,2020-09-28,19.0
533,113,2020-07-17,110.99
534,113,2020-11-14,28.11
535,113,2020-11-21,16.13
536,113,2020-05-21,42.0
537,113,2020-06-09,28.0
538,114,2020-01-12,44.99
539,114,2020-05-17,100.0
540,114,2020-03-12,32.5
541,114,2020-03-09,116.5
542,114,2020-11-08,34.49
543,115,2020-11-03,103.5
544,115,2020-11-29,13.5
545,115,2020-08-29,11.49
546,115,2020-02-07,38.32
547,116,2020-08-30,22.38
548,116,2020-08-10,19.0
549,116,2020-09-03,119.69
550,116,2020-01-02,300.99
551,116,2020-10-21,41.5
552,116,2020-05-07,78.46
553,117,2020-12-10,51.35
554,117,2020-12-05,78.5
555,117,2020-05-24,41.71
556,117,2020-05-02,13.5
557,117,2020-03-10,23.5
558,117,2020-01-27,3.99
559,117,2020-08-25,187.0
560,118,2020-02-04,11.99
561,118,2020-03-13,0.49
562,118,2020-02-09,14.99
563,118,2020-11-08,25.5
564,118,2020-10-05,44.99
565,118,2020-03-07,0.51
566,118,2020-04-11,13.99
567,119,2020-11-26,183.5
568,119,2020-07-29,17.5
569,119,2020-07-25,135.06
570,119,2020-10-12,185.99
571,119,2020-06-08,10.81
572,119,2020-01-15,102.49
573,120,2020-02-26,556.5
574,120,2020-07-06,19.0
575,121,2020-04-15,63.99
576,121,2020-06-15,70.99
577,121,2020-12-06,131.0
578,121,2020-04-02,64.99
579,121,2020-10-18,26.5
580,122,2020-08-02,6.49
581,122,2020-05-04,27.5
582,122,2020-07-21,28.5
583,122,2020-08-29,77.99
584,122,2020-10-02,44.5
585,122,2020-06-25,146.5
586,122,2020-08-27,11.99
587,122,2020-04-06,82.5
588,122,2020-10-05,127.99
589,122,2020-01-29,74.0
590,123,2020-06-18,29.49
591,123,2020-01-20,2.5
592,123,2020-11-17,22.13
593,123,2020-12-18,0.99
594,123,2020-03-19,3.84
595,123,2020-07-18,37.5
596,124,2020-11-24,1.99
597,124,2020-03-03,165.0
598,124,2020-03-19,319.0
599,124,2020-11-15,287.49
600,124,2020-05-31,23.14
601,124,2020-07-11,69.0
602,125,2020-02-24,271.0
603,125,2020-01-13,9.99
604,125,2020-11-05,191.99
605,125,2020-09-09,200.98
606,125,2020-06-29,336.0
607,125,2020-02-09,88.0
608,126,2020-06-30,84.5
609,126,2020-01-28,14.49
610,126,2020-11-02,21.11
611,126,2020-05-11,7.5
612,127,2020-03-02,77.0
613,127,2020-02-28,78.37
614,127,2020-07-28,6.0
615,127,2020-10-10,15.99
616,127,2020-05-20,3.49
617,127,2020-10-30,38.49
618,128,2020-05-09,187.49
619,128,2020-11-19,256.0
620,128,2020-07-06,6.5
621,128,2020-09-20,238.0
622,128,2020-03-04,6.0
623,128,2020-04-05,106.5
624,129,2020-11-07,14.02
625,129,2020-06-27,28.99
626,129,2020-02-12,191.99
627,130,2020-10-18,4.5
628,130,2020-12-29,38.35
629,130,2020-09-02,70.5
630,130,2020-11-26,15.5
631,130,2020-05-03,7.5
632,131,2020-12-05,158.99
633,131,2020-05-06,78.0
634,131,2020-06-25,26.0
635,131,2020-10-17,161.5
636,132,2020-03-09,39.5
637,132,2020-10-01,32.49
638,132,2020-11-26,96.5
639,132,2020-05-11,48.0
640,132,2020-12-29,10.99
641,132,2020-02-01,32.0
642,132,2020-10-08,15.49
643,132,2020-09-29,17.0
644,132,2020-11-10,33.49
645,132,2020-10-22,35.0
646,133,2020-11-14,26.99
647,133,2020-03-22,135.08
648,133,2020-09-26,18.29
649,133,2020-12-07,25.5
650,133,2020-12-20,45.75
651,133,2020-10-29,6.99
652,134,2020-06-15,117.99
653,134,2020-06-08,30.0
654,134,2020-03-24,35.5
655,135,2020-08-09,322.99
656,135,2020-03-15,21.99
657,135,2020-02-28,154.0
658,135,2020-10-09,268.15
659,136,2020-12-26,23.99
660,136,2020-03-30,33.99
661,136,2020-09-17,263.0
662,136,2020-08-10,27.49
663,137,2020-05-15,69.49
664,137,2020-01-25,89.5
665,137,2020-11-15,2.98
666,137,2020-06-30,8.99
667,137,2020-07-09,17.99
668,137,2020-11-15,48.99
669,138,2020-04-15,38.0
670,138,2020-03-19,251.0
671,138,2020-03-07,106.0
672,138,2020-08-08,14.5
673,138,2020-05-23,20.0
674,139,2020-11-01,10.62
675,139,2020-11-16,41.5
676,139,2020-08-30,22.49
677,139,2020-11-03,69.5
678,139,2020-11-30,25.49
679,139,2020-01-28,46.99
680,139,2020-11-10,190.5
681,140,2020-11-20,459.99
682,140,2020-05-13,37.0
683,140,2020-11-04,10.15
684,140,2020-12-12,39.5
685,141,2020-08-10,23.96
686,141,2020-02-06,91.99
687,141,2020-11-19,33.5
688,141,2020-01-01,34.0
689,141,2020-09-28,44.99
690,141,2020-08-24,2.5
691,141,2020-07-27,135.0
692,141,2020-03-03,111.99
693,141,2020-11-01,34.49
694,142,2020-01-28,66.61
695,142,2020-02-18,49.49
696,142,2020-02-11,37.5
697,143,2020-02-23,134.5
698,143,2020-04-26,30.99
699,143,2020-09-28,398.5
700,143,2020-11-16,33.0
701,144,2020-02-17,236.74
702,144,2020-11-05,229.0
703,144,2020-12-15,69.0
704,145,2020-10-14,131.0
705,145,2020-06-22,9.99
706,145,2020-07-18,130.65
707,146,2020-07-07,12.49
708,146,2020-12-12,128.03
709,146,2020-11-21,18.99
710,146,2020-10-28,103.0
711,147,2020-03-01,56.99
712,147,2020-06-30,121.0
713,147,2020-06-02,20.5
714,147,2020-05-03,170.0
715,147,2020-02-25,189.0
716,147,2020-11-19,1.0
717,148,2020-05-27,39.0
718,148,2020-03-31,3.0
719,148,2020-07-10,110.9
720,148,2020-12-06,20.5
721,148,2020-12-24,44.49
722,148,2020-11-20,61.49
723,149,2020-10-19,4.99
724,149,2020-12-05,18.5
725,149,2020-09-19,46.74
726,149,2020-01-10,9.0
727,149,2020-06-02,29.0
728,149,2020-06-13,10.99
729,149,2020-02-17,33.49
730,150,2020-12-11,11.49
731,150,2020-06-30,249.99
732,150,2020-04-09,440.0
733,150,2020-02-02,130.68
734,150,2020-09-27,18.99
735,151,2020-02-23,98.5
736,151,2020-04-25,204.5
737,151,2020-07-26,55.49
738,151,2020-12-16,260.5
739,151,2020-12-11,68.99
740,152,2020-03-09,115.99
741,152,2020-09-29,21.62
742,152,2020-09-25,93.5
743,152,2020-03-08,28.49
744,152,2020-12-11,36.5
745,152,2020-12-24,22.89
746,152,2020-04-16,8.0
747,153,2020-05-20,73.49
748,153,2020-12-05,35.5
749,153,2020-02-19,44.49
750,153,2020-04-07,18.1
751,153,2020-07-16,49.6
752,153,2020-11-05,1.0
753,153,2020-03-03,5.0
754,153,2020-10-19,18.5
755,153,2020-10-10,111.99
756,153,2020-09-26,5.99
757,153,2020-06-10,11.49
758,153,2020-12-24,8.5
759,154,2020-08-03,50.0
760,154,2020-12-09,20.99
761,154,2020-12-14,84.99
762,154,2020-06-04,93.0
763,155,2020-11-30,368.99
764,155,2020-07-17,193.87
765,155,2020-03-29,368.64
766,156,2020-04-01,78.0
767,156,2020-06-01,118.5
768,158,2020-06-14,43.49
769,158,2020-10-02,166.0
770,158,2020-07-12,25.0
771,158,2020-04-25,10.21
772,159,2020-12-23,128.0
773,159,2020-06-17,56.0
774,159,2020-01-28,57.15
775,160,2020-06-16,53.21
776,160,2020-09-08,325.99
777,160,2020-03-20,53.99
778,160,2020-02-03,92.5
779,160,2020-03-24,75.5
780,160,2020-09-27,318.5
781,160,2020-09-17,456.52
782,162,2020-10-31,1.53
783,162,2020-11-01,20.5
784,162,2020-04-06,4.5
785,162,2020-11-14,65.5
786,162,2020-01-22,20.99
787,162,2020-04-28,43.5
788,162,2020-05-21,3.97
789,163,2020-06-03,150.43
790,163,2020-03-02,63.0
791,163,2020-03-01,104.0
792,163,2020-01-03,72.0
793,163,2020-09-05,10.5
794,163,2020-05-19,72.0
795,163,2020-07-10,151.0
796,163,2020-02-09,31.0
797,165,2020-03-29,26.99
798,165,2020-06-17,55.99
799,165,2020-07-20,30.99
800,165,2020-03-23,134.0
801,165,2020-09-25,38.49
802,165,2020-05-29,87.99
803,166,2020-07-03,32.0
804,166,2020-12-29,31.5
805,166,2020-02-24,171.5
806,166,2020-12-02,175.49
807,166,2020-06-23,12.84
808,166,2020-03-21,65.0
809,167,2020-09-08,114.0
810,167,2020-05-08,29.5
811,167,2020-12-27,3.0
812,167,2020-02-26,2.5
813,167,2020-05-27,14.49
814,168,2020-01-03,27.09
815,168,2020-06-27,8.49
816,168,2020-08-16,101.99
817,168,2020-12-06,1.99
818,169,2020-01-18,19.49
819,169,2020-12-14,27.99
820,169,2020-06-28,61.78
821,170,2020-06-18,360.0
822,170,2020-11-08,107.0
823,171,2020-08-16,108.99
824,171,2020-04-17,10.0
825,171,2020-09-16,77.5
826,171,2020-11-08,18.21
827,171,2020-11-17,1.99
828,171,2020-10-26,46.89
829,172,2020-11-11,195.5
830,172,2020-06-28,75.5
831,172,2020-08-29,58.0
832,172,2020-07-15,47.69
833,172,2020-11-11,123.5
834,172,2020-04-13,0.5
835,173,2020-06-20,13.99
836,173,2020-01-07,3.49
837,173,2020-11-03,49.49
838,173,2020-03-25,39.04
839,173,2020-08-06,102.64
840,173,2020-04-04,17.5
841,174,2020-10-24,39.5
842,174,2020-09-08,110.42
843,174,2020-11-01,144.99
844,174,2020-12-30,83.5
845,174,2020-09-16,223.99
846,175,2020-06-02,29.99
847,175,2020-06-17,31.1
848,175,2020-03-24,62.49
849,175,2020-07-08,5.88
850,175,2020-12-08,74.5
851,175,2020-05-12,36.0
852,175,2020-02-03,33.56
853,175,2020-06-25,12.49
854,176,2020-02-27,31.32
855,176,2020-07-26,13.0
856,176,2020-04-13,29.5
857,176,2020-04-09,4.0
858,176,2020-09-07,334.5
859,176,2020-05-31,26.49
860,176,2020-11-15,5.0
861,177,2020-11-03,11.99
862,177,2020-06-25,267.0
863,177,2020-09-24,95.0
864,177,2020-12-23,24.49
865,178,2020-08-12,213.0
866,178,2020-12-06,38.5
867,178,2020-06-03,46.88
868,178,2020-07-29,50.5
869,178,2020-11-02,54.64
870,178,2020-11-15,125.0
871,178,2020-11-12,48.99
872,178,2020-03-19,356.5
873,179,2020-06-03,925.86
874,179,2020-11-28,742.0
875,180,2020-06-07,40.73
876,180,2020-10-18,81.5
877,180,2020-11-15,88.0
878,180,2020-03-31,12.0
879,180,2020-02-17,128.5
880,181,2020-01-17,17.0
881,181,2020-03-05,0.5
882,181,2020-12-12,58.45
883,181,2020-06-21,9.99
884,181,2020-01-14,106.5
885,182,2020-08-19,41.0
886,182,2020-05-28,4.23
887,182,2020-11-29,21.49
888,182,2020-12-02,17.5
889,182,2020-12-05,1.5
890,182,2020-06-25,1.0
891,183,2020-12-10,16.5
892,183,2020-04-05,76.49
893,183,2020-11-30,32.5
894,183,2020-09-24,16.49
895,183,2020-06-04,96.75
896,183,2020-02-08,104.0
897,183,2020-08-06,16.5
898,183,2020-09-12,163.74
899,184,2020-08-06,24.97
900,184,2020-06-13,0.5
901,184,2020-10-25,61.25
902,184,2020-10-03,66.49
903,184,2020-06-25,54.49
904,184,2020-03-06,24.99
905,186,2020-06-09,25.22
906,186,2020-11-28,25.0
907,186,2020-11-16,93.0
908,186,2020-10-27,8.79
909,187,2020-08-04,129.0
910,187,2020-06-16,69.0
911,187,2020-08-01,51.0
912,187,2020-12-17,30.49
913,187,2020-11-09,269.5
914,188,2020-12-18,317.0
915,188,2020-02-07,46.49
916,189,2020-08-02,33.73
917,189,2020-05-21,123.0
918,189,2020-11-29,5.0
919,189,2020-12-26,147.49
920,189,2020-12-27,26.0
921,189,2020-01-02,52.5
922,190,2020-04-28,104.99
923,190,2020-12-26,141.49
924,190,2020-09-13,17.0
925,190,2020-04-21,23.0
926,190,2020-08-03,3.0
927,190,2020-07-19,58.49
928,191,2020-12-13,297.63
929,191,2020-05-21,112.5
930,191,2020-03-29,85.5
931,192,2020-07-24,359.49
